ScripCode,Symbol,NSE Exclusive,Status,Series,GSM,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Unsolicited_SMS,Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Filler4,Filler5,Pledge,Add-on_PB,Total Pledge,Social Media Platforms,ESM,Loss making,The Overall encumbered share in the scrip is more than 50 Percent.,Under BZ/SZ Series,Company has failed to pay Annual listing fee,Filler12,Derivative contracts in the scrip to be moved out of F and O,Filler13,Filler14,Filler15,Filler16
NA,AEGISLOG,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AEROFLEX,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AERON,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AESTHETIK,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AFFLE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AFIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGARIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGIIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGRITECH,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGROPHOS,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AGSTRA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AHL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AHLADA,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AHLEAST,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AHLUCONT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AIAENG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AIIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AIROLAM,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AJANTPHARM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AJMERA,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKASH,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKG,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKIKO,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKSHARCHEM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKSHOPTFBR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AKZOINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALANKIT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALEMBICLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALICON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALKALI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALKYLAMINE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALLCARGO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALLDIGI,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALLETEC,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ALOKINDS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,AMBER,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMBEY,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMBIKCO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMDIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMIABLE,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMIORG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMJUMBO,Y,A,SM,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMNPLST,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AMRUTANJAN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANANDRATHI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANANTRAJ,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANDHRAPAP,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANDHRSUGAR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANGELONE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANMOL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANNAPURNA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANUP,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ANURAS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APARINDS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APCL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,APCOTEXIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APEX,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APLAPOLLO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APLLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APOLLO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APOLLOPIPE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APOLSINHOT,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APRAMEYA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APTECHT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,APTUS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARABIAN,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARE&M,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARHAM,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARIES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARIHANTCAP,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARIHANTSUP,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARISTO,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARKADE,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARMANFIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AROGRANITE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARTEMISMED,N,A,EQ,100,100,100,100,100,100,100,,,1,100,100,100,100,100,100,100,100,,100,,,,
NA,ARVIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARVINDFASN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ARVSMART,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASAHIINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASAL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASALCBR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASHALOG,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASHAPURMIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASHIANA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASHOKA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASIANTILES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASPINWALL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASPIRE,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASTEC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASTERDM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASTRAMICRO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ASTRAZEN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ATAM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ATFL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ATGL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,ATL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AURDIS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AUROIMPEX,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AUSL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AUTOAXLES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AUTOIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVADHSUGAR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVALON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVANTEL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVANTIFEED,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVIANSH,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AVTNPL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AWFIS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AXISCADES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AXITA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,AZAD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BABAFP,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJCON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJELEC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJHCARE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJHIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJAJHLDNG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAJEL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALAJEE,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALAMINES,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALAXI,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALKRISHNA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALMLAWRIE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BALUFORGE,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANARBEADS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANARISUG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANCOINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANG,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANKINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BANSWRAS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BARBEQUE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BASF,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAWEJA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BAYERCROP,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BBL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BBTC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BBTCL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BCLIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BCONCEPTS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BDL,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BEACON,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BEARDSELL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BECTORFOOD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BEDMUTHA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,0,100,100,,100,,,,
NA,BEML,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BEPL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BESTAGRO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BETA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BEWLTD,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BFINVEST,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BFUTILITIE,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHAGYANGR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHANDARI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHARATGEAR,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHARATRAS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHARATWIRE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BHARTIHEXA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIGBLOC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIKEWO,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIOFILCHEM,N,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIRLACABLE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BIRLACORPN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLAL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLISSGVS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLKASHYAP,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,0,100,100,,100,,,,
NA,BLS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLSE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLUEDART,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BLUESTARCO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BODALCHEM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BOMDYEING,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BOROLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BORORENEW,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BOROSCI,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BOSS,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BRACEPORT,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BRIGADE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BSE,Y,A,EQ,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BSHSL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BSL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BTML,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BULKCORP,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BUTTERFLY,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,BVCL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAMLINFINE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAMPUS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAMS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CANTABIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAPACITE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAPITALSFB,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CAPLIPOINT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CARBORUNIV,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CARERATING,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CARTRADE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CARYSIL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CASTROLIND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CBAZAAR,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CCL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CDSL,Y,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CEATLTD,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CELEBRITY,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CELLO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CELLPOINT,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CENTENKA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CENTRALBK,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CENTRUM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
NA,CENTUM,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CENTURYPLY,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CERA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CESC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CGCL,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CGPOWER,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHALET,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHAVDA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHEMBOND,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHEMCON,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHEMPLASTS,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHENNPETRO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHETANA,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHEVIOT,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHOICEIN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CHOLAHLDNG,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CIEINDIA,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CIGNITITEC,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CINELINE,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CLEAN,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CLSEL,N,A,EQ,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CLSL,Y,A,SM,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
NA,CMSINFO,N,A,EQ,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
