ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF277KA1406,IFDEC27B,GR,OMF,9,11.71
INF277KA1372,IFDEC27D,GR,OMF,9,11.79
INF761K01736,IFDG,GR,OMF,9,27.02
INF767K01121,IFDPD,DP,OMF,9,51.87
INF767K01113,IFDPR,DR,OMF,9,51.87
INF767K01FJ4,IFG1G,GR,OMF,9,161.52
INF767K01139,IFGPG,GR,OMF,9,151.32
INF192K01AA5,IFRD,DR,OMF,9,19.95
INF579M01910,IGDDP,DP,OMF,9,53.68
INF579M01928,IGDDR,DR,OMF,9,53.68
INF579M01902,IGDG,GR,OMF,9,54.23
INF579M01886,IGRDP,DP,OMF,9,42.65
INF579M01894,IGRDR,DR,OMF,9,42.65
INF579M01878,IGRG,GR,OMF,9,48.2
INF205KA1171,IMF20EFRG,DP,OMF,9,25.97
INF205K01KR8,IMFAFD1GR,GR,OMF,9,32.75
INF205K01KP2,IMFAFD2DP,DP,OMF,9,17.79
INF205K01KQ0,IMFAFD2DR,DR,OMF,9,17.79
INF205K01RF8,IMFAID1GR,GR,OMF,9,3208.32
INF205K01KT4,IMFBDD1GR,GR,OMF,9,2291.49
INF205K01KY4,IMFBFD1GR,GR,OMF,9,151.22
INF205K01LB0,IMFBLD1GR,GR,OMF,9,82.76
INF205K01KZ1,IMFBLD2DP,DP,OMF,9,39.94
INF205K01LA2,IMFBLD2DR,DR,OMF,9,39.94
INF205K01I83,IMFCBD1GR,GR,OMF,9,1982.24
INF205K01LE4,IMFCFD1GR,GR,OMF,9,160.36
INF205K01LC8,IMFCFD2DP,DP,OMF,9,74.75
INF205K01LD6,IMFCFD2DR,DR,OMF,9,74.75
INF205K014Q7,IMFEBD1GR,GR,OMF,9,25.16
INF205K010Q5,IMFEBFRGDP,DP,OMF,9,22.78
INF205K012Q1,IMFEBFRGDR,DR,OMF,9,22.78
INF205K011Q3,IMFEBFRGGP,GR,OMF,9,22.78
INF205K01LN5,IMFEFD1GR,GR,OMF,9,62.2
INF205K01LL9,IMFEFD2DP,DP,OMF,9,25.46
INF205K01LM7,IMFEFD2DR,DR,OMF,9,25.46
INF205KA1585,IMFEQD1GDR,GR,OMF,9,15.82
INF205KA1577,IMFEQGPGRG,GR,OMF,9,15.73
INF205KA1049,IMFESFDRGP,GR,OMF,9,18.36
INF205KA1023,IMFESFRGGP,GR,OMF,9,16.71
INF205KA1338,IMFESGDRGP,GR,OMF,9,19.44
INF205KA1296,IMFESGRGDP,DP,OMF,9,16.36
INF205KA1312,IMFESGRGDR,DR,OMF,9,16.36
INF205KA1304,IMFESGRGGP,GR,OMF,9,18.34
INF205KA1221,IMFF20EFD,DR,OMF,9,27.75
INF205KA1205,IMFF20EFDR,DP,OMF,9,27.75
INF205KA1189,IMFF20EFRG,GR,OMF,9,28.86
INF205KA1197,IMFF20ERG,DR,OMF,9,25.97
INF205KA1213,IMFF2EFDR,GR,OMF,9,30.75
INF205KA1494,IMFF9D1GD,GR,OMF,9,19.65
INF205KA1452,IMFF9DPDR,DP,OMF,9,18.82
INF205KA1478,IMFF9DPRR,DR,OMF,9,18.82
INF205KA1460,IMFF9GPGR,GR,OMF,9,18.82
INF205K01B49,IMFGED1GR,GR,OMF,9,29.17
INF205K01MA0,IMFGFD1GR,GR,OMF,9,112.67
INF205K01LY2,IMFGFD2DP,DP,OMF,9,56.62
INF205K01LZ9,IMFGFD2DR,DR,OMF,9,56.62
INF205K01MD4,IMFISD1GR,GR,OMF,9.29,80.27
INF205K01MB8,IMFISD2DP,DP,OMF,9.29,58.89
INF205K01MC6,IMFISD2DR,DR,OMF,9.29,58.89
INF205K01MV6,IMFMCD1GR,GR,OMF,9,201.3
INF205K01MT0,IMFMCD2DP,DP,OMF,9,81.39
INF205K01MU8,IMFMCD2DR,DR,OMF,9,81.39
INF205KA1429,IMFMDFDRGP,GR,OMF,9,1206.82
INF205KA1379,IMFMDFRGGP,GR,OMF,9,1172.98
INF205K01MS2,IMFMSD1GR,GR,OMF,9,162.01
INF205K01MQ6,IMFMSD2DP,DP,OMF,9,146.62
INF205K01MR4,IMFMSD2DR,DR,OMF,9,146.62
INF397L01166,IMFNJUDD,DP,OMF,9,54.81
INF397L01182,IMFNJUDR,DR,OMF,9,54.81
INF397L01174,IMFNJUGG,GR,OMF,9,54.81
INF205K01A24,IMFPED1GR,GR,OMF,9,18.25
INF205K01NG5,IMFPSD1GR,GR,OMF,11.72,76.3
INF205K01NE0,IMFPSD2DP,DP,OMF,11.66,55.81
INF205K01NF7,IMFPSD2DR,DR,OMF,11.66,55.81
INF205K01NJ9,IMFRGD1GR,GR,OMF,9,22.92
INF205K013T3,IMFSCD1GR,GR,OMF,9,46.98
INF205K012T5,IMFSCD2DP,DP,OMF,9,41.54
INF205K015T8,IMFSCD2DR,DR,OMF,9,41.54
INF205K010T9,IMFSCFRGDP,DP,OMF,9,37.37
INF205K014T1,IMFSCFRGDR,DR,OMF,9,37.37
INF205K011T7,IMFSCFRGGP,GR,OMF,9,42.84
INF205K01NT8,IMFTPD1GR,GR,OMF,9,151.64
INF205K01NR2,IMFTPD2DP,DP,OMF,9,35.79
INF767K01FG0,IND1D,DP,OMF,9,53.87
INF767K01FH8,IND1R,DR,OMF,9,53.87
INF178L01095,INFRA,GR,OMF,9,70.82
INF178L01079,INFRA,DP,OMF,9,56.64
INF178L01087,INFRA,DR,OMF,9,56.64
INF767K01FF2,ING1G,GR,OMF,9,146.2
INF767K01154,INNDD,DP,OMF,9,50.33
INF767K01147,INNDR,DR,OMF,9,50.33
INF767K01162,INNGG,GR,OMF,9,136.43
INF109K01605,IP117,DP,OMF,9,318.1
INF109K01FK7,IP122P,DP,OMF,9,38.3
INF109K01CQ1,IP1477,GR,OMF,9,28.16
INF109K01CT5,IP1481,DR,OMF,9,10.42
INF109K01SK0,IP1481P,DP,OMF,9,10.42
INF109K01SO2,IP1482,DR,OMF,9,10.99
INF917K01BC9,LNT128,GR,GMF,10,25.05
INF917K01FE6,LNT128D,GR,GMF,10,26.23
INF917K01BP1,LNT44,GR,GMF,10,63.52
INF917K01FI7,LNT44D,GR,GMF,10,72.22
INF204K01ZN8,LQADRMF,DR,GMF,10,1004.76
INF109K01SN4,IP1482P,DP,OMF,9,10.99
INF109K01738,IP1524,DP,OMF,9,105.74
INF109K01746,IP1525,GR,OMF,9,514.89
INF109K01753,IP1526,DR,OMF,9,105.48
INF109K01AW3,IP1542,DP,OMF,9,102.17
INF109K01AX1,IP1543,GR,OMF,9,402.28
INF109K01AY9,IP1544,DR,OMF,9,102.22
INF109K01EN4,IP1544P,DP,OMF,9,102.22
INF109K01RT3,IP1587,GR,OMF,9,30.91
INF109K01PR1,IP1616P,DP,OMF,9,65.05
INF109K01GO7,IP1712P,DP,OMF,9,11.03
INF109K01GK5,IP1713P,DP,OMF,9,21.68
INF109K01GE8,IP1714P,DP,OMF,9,11.59
INF109K01UF6,IP1729,DP,OMF,9,10.69
INF955L01476,LQIDR,DR,GMF,10,1001.2
INF397L01950,LQWDP,DP,GMF,10,1001.15
INF109K01IW6,IP1732,DP,OMF,9,12.67
INF109K01IX4,IP1733,DP,OMF,9,11.55
INF109K01YD3,IP1839,DR,OMF,9,10.79
INF109K01YE1,IP1839P,DP,OMF,9,10.79
INF109K01399,IP21Q,DR,OMF,9,12.41
INF109K01WL0,IP23P,DP,OMF,9,12.11
INF109K01GL3,IP25PP,DR,OMF,9,21.68
INF109K01GP4,IP25PPA,DR,OMF,9,11.03
INF109K01GF5,IP25PPQ,DR,OMF,9,11.59
INF109K01GN9,IP26PP,GR,OMF,9,34.87
INF109K01795,IPAAP,GR,OMF,9,160.18
INF109K01803,IPAAPD,DR,OMF,9,124.8
INF109K01DW7,IPAAPDP,DP,OMF,9,124.8
INF109K01811,IPACP,GR,OMF,9,60.21
INF109K01829,IPACPD,DR,OMF,9,46.2
INF109K01EB9,IPACPDP,DP,OMF,9,46.2
INF109K01837,IPAMP,GR,OMF,9,114.35
INF109K01845,IPAMPD,DR,OMF,9,87.88
INF109K01FJ9,IPAMPDP,DP,OMF,9,87.88
INF109K01860,IPAVAPD,DR,OMF,9,169.32
INF109K01878,IPAVCP,GR,OMF,9,42.41
INF109K01886,IPAVCPD,DR,OMF,9,36.99
INF109K01BU5,IPBFIN1233,GR,OMF,9,122.98
INF109K01BV3,IPBFIN1234,DR,OMF,9,34.55
INF204K01EG7,IPDDRMF,DR,OMF,9,17.1
INF109K01AD3,IPDISCODFD,DR,OMF,9,43.31
INF109K01AF8,IPDISCODFG,GR,OMF,9,462.57
INF109K01761,IPDYNMIC15,GR,OMF,9,714.91
INF109K01779,IPDYNMIC16,DR,OMF,9,33.72
INF109K01BG4,IPEQDEDWRD,DR,OMF,9,19.54
INF109K01BH2,IPEQDEDWRG,GR,OMF,9,70.48
INF109K01AL6,IPESTARESD,DR,OMF,9,45.27
INF109K01AN2,IPESTARESG,GR,OMF,9,294.17
INF109K01415,IPFMCG41,GR,OMF,9,524.21
INF109K01423,IPFMCG42,DR,OMF,9,96.89
INF109K01BL4,IPFOCU1191,GR,OMF,9,108.25
INF109K01BM2,IPFOCU1192,DR,OMF,9,34.56
INF109K01431,IPGROWTH11,GR,OMF,9,973.21
INF109K01449,IPGROWTH12,DR,OMF,9,33.99
INF109K01894,IPIMPD,DR,OMF,9,13.68
INF109K01902,IPIMPG,GR,OMF,9,71.93
INF109K01BI0,IPINAS1023,GR,OMF,9,91.06
INF109K01BJ8,IPINAS1024,DR,OMF,9,40.54
INF109K01AT9,IPINFRAIFD,DR,OMF,9,32.84
INF109K01AV5,IPINFRAIFG,GR,OMF,9,196.07
INF109K01613,IPPOWER121,GR,OMF,9,800.23
INF109K01621,IPPOWER122,DR,OMF,9,38.3
INF109K01FN1,IPRU02P,DP,OMF,9,26.04
INF109K01FA8,IPRU1024P,DP,OMF,9,40.54
INF109K01EP9,IPRU1192P,DP,OMF,9,34.56
INF109K01DY3,IPRU1234P,DP,OMF,9,34.55
INF109K01BO8,IPRU1262,GR,OMF,9,37.96
INF109K01BP5,IPRU1263,DR,OMF,9,11.33
INF109K01EU9,IPRU1263P,DP,OMF,9,11.33
INF109K01EQ7,IPRU12P,DP,OMF,9,33.99
INF109K01FM3,IPRU1452P,DP,OMF,9,28.3
INF109K01IF1,IPRU1615,GR,OMF,9,65.05
INF109K01IE4,IPRU1616,DR,OMF,9,65.05
INF109K01GU4,IPRU1637,GR,OMF,9,29.97
INF109K01GW0,IPRU1638,DR,OMF,9,11
INF109K01GV2,IPRU1638P,DP,OMF,9,11
INF109K01ED5,IPRU16P,DP,OMF,9,33.72
INF109K01JO1,IPRU1710P,DP,OMF,9,105.48
INF109K01TP7,IPRU1746,GR,OMF,9,26.31
INF109K01TQ5,IPRU1747,DR,OMF,9,10.69
INF109K01TR3,IPRU1747P,DP,OMF,9,10.69
INF109K01TS1,IPRU1748,DR,OMF,9,10.93
INF109K01TT9,IPRU1748P,DP,OMF,9,10.93
INF109K01TK8,IPRU1815,GR,OMF,9,24.12
INF109K01TL6,IPRU1816,DR,OMF,9,24.12
INF109K01TM4,IPRU1816P,DP,OMF,9,24.12
INF109K01E35,IPRU1950,GR,OMF,9,64.34
INF109K01E50,IPRU1951,DR,OMF,9,64.33
INF109K01E43,IPRU1951P,DP,OMF,9,64.33
INF109K017W5,IPRU2059,DR,OMF,9,21.81
INF109K018W3,IPRU2059P,DP,OMF,9,21.81
INF109K013Z7,IPRU2071,DR,OMF,9,102.06
INF109K014Z5,IPRU2071P,DP,OMF,9,102.06
INF109K015Z2,IPRU2072,DR,OMF,9,108.36
INF109K016Z0,IPRU2072P,DP,OMF,9,108.36
INF109KA1CB6,IPRU2144,GR,OMF,9,26.65
INF109K01EZ8,IPRU21QP,DP,OMF,9,12.41
INF109K01365,IPRU22,GR,OMF,9,85.1
INF109K01647,IPRU23,DR,OMF,9,12.11
INF109KA1TX4,IPRU2373,GR,OMF,9,52.22
INF109KA1TZ9,IPRU2374,DR,OMF,9,23.26
INF109KA1TY2,IPRU2374P,DP,OMF,9,23.26
INF109K01654,IPRU24,GR,OMF,9,56.81
INF109KA1X44,IPRU2527,DR,OMF,9,11.11
INF109KA1X51,IPRU2527P,DP,OMF,9,11.11
INF109KA14I5,IPRU2556,DP,OMF,9,21.47
INF109KA19I4,IPRU2558,DR,OMF,9,13.42
INF109KA16I0,IPRU2558P,DP,OMF,9,13.42
INF109K01FD2,IPRU25DP,DP,OMF,9,10.87
INF109KB1NO5,IPRU2718,DR,OMF,9,32.92
INF109KB1NN7,IPRU2718P,DP,OMF,9,32.92
INF109KB1QJ8,IPRU2759,DR,OMF,9,26.27
INF109KB1QK6,IPRU2759P,DP,OMF,9,26.27
INF109KB17W7,IPRU3007,DP,OMF,9,26.27
INF109KB19W3,IPRU3008,DP,OMF,9,26.27
INF109KC1GE9,IPRU3131,DP,OMF,9,38.9
INF109KC1GG4,IPRU3132,DP,OMF,9,24.74
INF109KC1D77,IPRU3133,DP,OMF,9,21.1
INF109KC1LG4,IPRU3190,DP,OMF,9,35.48
INF109KC1LH2,IPRU3191,DP,OMF,9,24.66
INF109KC1RE6,IPRU3251,DP,OMF,9,34.65
INF109KC1RF3,IPRU3252B,DP,OMF,9,24.73
INF109KC1YA0,IPRU3349,GR,OMF,9,26.42
INF397L01943,LQWDR,DR,GMF,10,1001.15
INF579M01506,LRG,GR,GMF,10,1918.16
INF769K01HN8,MAFMMD1,GR,GMF,10,1209.4
INF769K01CN9,MAMFCFDPL0,DP,GMF,10,1139.89
INF109KC1YC6,IPRU3350,DP,OMF,9,20.09
INF109KC1D69,IPRU3392,GR,OMF,9,30.04
INF109KC1F00,IPRU3396,GR,OMF,9,15.71
INF109KC1F67,IPRU3398,GR,OMF,9,41.01
INF109KC1F75,IPRU3399,DP,OMF,9,31.34
INF109KC1I15,IPRU3409,GR,OMF,9,30.65
INF109KC1N75,IPRU3435,GR,OMF,9,22.82
INF109KC1N83,IPRU3436,DR,OMF,9,18.89
INF109KC1N91,IPRU3436P,DP,OMF,9,18.89
INF109KC1O33,IPRU3437,GR,OMF,9,22.67
INF109KC1O90,IPRU3439,GR,OMF,9,23.52
INF109KC1P08,IPRU3440,DR,OMF,9,19.9
INF109KC1P16,IPRU3440P,DP,OMF,9,19.9
INF109KC1P57,IPRU3441L,GR,OMF,9,18.28
INF109KC1Q80,IPRU3443,GR,OMF,9,19.01
INF109KC1Q98,IPRU3444,DP,OMF,9,19
INF109KC1R06,IPRU3444P,DR,OMF,9,19
INF109KC1R55,IPRU3445,GR,OMF,9,16.35
INF109KC1S13,IPRU3447,GR,OMF,9,11.71
INF109KC1S70,IPRU3450,DR,OMF,9,11.71
INF109KC1S62,IPRU3450P,DP,OMF,9,11.71
INF109KC1U27,IPRU3454,GR,OMF,9.2,14.54
INF109KC1U43,IPRU3455,DR,OMF,9.13,14.54
INF109KC1U35,IPRU3455P,DP,OMF,9.13,14.54
INF109KC1U84,IPRU3456,GR,OMF,9,18.36
INF109KC1V00,IPRU3457,DR,OMF,9,18.37
INF109KC1U92,IPRU3457P,DP,OMF,9,18.37
INF109KC1V67,IPRU3458,GR,OMF,9,15.81
INF109KC1W25,IPRU3460,GR,OMF,9,18.95
INF109KC1W41,IPRU3461,DR,OMF,9,18.95
INF109KC1W33,IPRU3461P,DP,OMF,9,18.95
INF109KC1X81,IPRU3467,GR,OMF,9,14.01
INF109KC1Y07,IPRU3468,DR,OMF,9,14.01
INF109KC1X99,IPRU3468P,DP,OMF,9,14.01
INF109KC1Z22,IPRU3469,GR,OMF,9,15.33
INF109KC1Y64,IPRU3471,GR,OMF,9.46,14.16
INF109KC1Y80,IPRU3472,DR,OMF,9.46,14.16
INF109KC1Y72,IPRU3472P,DP,OMF,9.46,14.16
INF109KC1Z89,IPRU3473,GR,OMF,9,14.41
INF109KC11B2,IPRU3478,GR,OMF,9,11.65
INF109KC17B9,IPRU3480,GR,OMF,9,16.93
INF109KC19B5,IPRU3481,DR,OMF,9,16.93
INF109KC18B7,IPRU3481P,DP,OMF,9,16.93
INF109KC18C5,IPRU3482,GR,OMF,9.73,19.53
INF109KC10E8,IPRU3487,GR,OMF,9,14.46
INF109KC12E4,IPRU3488,DR,OMF,9,14.46
INF109KC11E6,IPRU3488P,DP,OMF,9,14.46
INF109KC19H2,IPRU3489,GR,OMF,9.4,21.37
INF109KC11I7,IPRU3490,DR,OMF,9.4,21.37
INF109KC10I9,IPRU3490P,DP,OMF,9.4,21.37
INF109KC17I4,IPRU3499,GR,OMF,9,16.19
INF109KC13J1,IPRU3501,GR,OMF,9,19.77
INF109KC19J8,IPRU3503,GR,OMF,9,18.9
INF109KC11K3,IPRU3504,DR,OMF,9,18.91
INF109KC10K5,IPRU3504P,DP,OMF,9,18.91
INF109KC11L1,IPRU3507,GR,OMF,9,11.8
INF109KC10P4,IPRU3523,GR,OMF,9,11.41
INF109KC19S9,IPRU3539,GR,OMF,9,18.4
INF109KC11T4,IPRU3540,DR,OMF,9,18.4
INF109KC10T6,IPRU3540P,DP,OMF,9,18.4
INF109KC15U3,IPRU3545,GR,OMF,9,12.11
INF109KC17U9,IPRU3546,DR,OMF,9,12.11
INF109KC16U1,IPRU3546P,DP,OMF,9,12.11
INF109K01EO2,IPRU42P,DP,OMF,9,96.89
INF109KC1FW3,IPRU5004,DP,OMF,9,33.81
INF109KC1FX1,IPRU5005,DP,OMF,9,33.82
INF109K01480,IPRU61,GR,OMF,9,378.12
INF109K01498,IPRU62,DR,OMF,9,43.62
INF109K01DX5,IPRU62P,DP,OMF,9,43.62
INF109K01FO9,IPRU72P,DP,OMF,9,74.01
INF109K01Y31,IPRU8000,GR,OMF,9,1019.76
INF109K01Y15,IPRU8001P,DP,OMF,9,48.78
INF109K011O5,IPRU8002,GR,OMF,9,1080.21
INF109K010O7,IPRU8003,DR,OMF,9,55.88
INF109K019N0,IPRU8003P,DP,OMF,9,55.88
INF109K015K4,IPRU8004,GR,OMF,9,782.25
INF109K014K7,IPRU8005,DR,OMF,9,55.02
INF109K013K9,IPRU8005P,DP,OMF,9,55.02
INF109K017L8,IPRU8007,GR,OMF,9,92.75
INF109K015N8,IPRU8008,DR,OMF,9,12.73
INF109K014N1,IPRU8008P,DP,OMF,9,12.73
INF109K013N3,IPRU8009,GR,OMF,9,61.71
INF109K010F5,IPRU8010,DR,OMF,9,10.56
INF109K019E9,IPRU8010P,DP,OMF,9,10.56
INF109K01Z14,IPRU8011,GR,OMF,9,574.13
INF109K01Z06,IPRU8012,DR,OMF,9,188.49
INF109K01Y98,IPRU8012P,DP,OMF,9,188.49
INF109K01Y07,IPRU8017,GR,OMF,9,417.65
INF109K01X99,IPRU8018,DR,OMF,9,68.53
INF109K01X81,IPRU8018P,DP,OMF,9,68.53
INF109K01Z48,IPRU8019,GR,OMF,9,237.44
INF109K01Z30,IPRU8020,DR,OMF,9,151.85
INF109K01Z22,IPRU8020P,DP,OMF,9,151.85
INF109K01Y49,IPRU8029,DP,OMF,9,347.86
INF109K014O9,IPRU8030,GR,OMF,9,887.63
INF109K013O1,IPRU8031,DR,OMF,9,65.38
INF109K012O3,IPRU8031P,DP,OMF,9,65.38
INF109K015M0,IPRU8034,GR,OMF,9,101.44
INF109K014M3,IPRU8035,DR,OMF,9,76.89
INF109K013M5,IPRU8035P,DP,OMF,9,76.89
INF109K016L0,IPRU8042,GR,OMF,9,118.37
INF109K015L2,IPRU8043,DR,OMF,9,65.24
INF109K014L5,IPRU8043P,DP,OMF,9,65.24
INF109K013J1,IPRU8044,GR,OMF,9,137.63
INF109K012J3,IPRU8045,DR,OMF,9,74.25
INF109K011J5,IPRU8045P,DP,OMF,9,74.25
INF109K01V83,IPRU8048,GR,OMF,9,40.09
INF109K01V91,IPRU8050,DR,OMF,9,11.9
INF109K01V75,IPRU8050P,DP,OMF,9,11.9
INF109K018N2,IPRU8073,GR,OMF,9,100.28
INF109K017N4,IPRU8074,DR,OMF,9,60.67
INF109K016N6,IPRU8074P,DP,OMF,9,60.67
INF109K016B1,IPRU8078,GR,OMF,9,29.45
INF109K018B7,IPRU8082,DR,OMF,9,10.27
INF109K017B9,IPRU8082P,DP,OMF,9,10.27
INF109K012C8,IPRU8083,DR,OMF,9,15.2
INF109K019B5,IPRU8083P,DP,OMF,9,15.2
INF109K01O66,IPRU8085,DR,OMF,9,105.74
INF109K01O82,IPRU8086,GR,OMF,9,521.51
INF109K01P16,IPRU8087,DR,OMF,9,105.53
INF109K01P08,IPRU8087P,DP,OMF,9,105.53
INF109K01P24,IPRU8088,DR,OMF,9,102.17
INF109K01P57,IPRU8089,GR,OMF,9,437.41
INF109K01P81,IPRU8090,DR,OMF,9,102.22
INF109K01P73,IPRU8090P,DP,OMF,9,102.22
INF109K010A6,IPRU8104,GR,OMF,9,32.14
INF109K01Y80,IPRU8107,GR,OMF,9,68.37
INF109K01Y72,IPRU8108,DR,OMF,9,68.34
INF109K01Y64,IPRU8108P,DP,OMF,9,68.34
INF109K01V00,IPRU8110,GR,OMF,9,32.88
INF109K01V42,IPRU8111,DR,OMF,9,11.65
INF109K01V34,IPRU8111P,DP,OMF,9,11.65
INF109K01T04,IPRU8123,GR,OMF,9,28.37
INF109K01T46,IPRU8124,DR,OMF,9,10.82
INF109K01T38,IPRU8124P,DP,OMF,9,10.82
INF109K01T61,IPRU8125,DR,OMF,9,11.13
INF109K01T53,IPRU8125P,DP,OMF,9,11.13
INF109K01P32,IPRU8128,DR,OMF,9,187.01
INF109K01P65,IPRU8128P,DP,OMF,9,187.01
INF109K01U92,IPRU8130,GR,OMF,9,24.9
INF109K01U84,IPRU8131,DR,OMF,9,24.91
INF109K01U76,IPRU8131P,DP,OMF,9,24.91
INF109K012A2,IPRU8132,DR,OMF,9,12.73
INF109K011A4,IPRU8132P,DP,OMF,9,12.73
INF109K01Z71,IPRU8133,GR,OMF,9,71.4
INF109K01Z63,IPRU8134,DR,OMF,9,71.4
INF109K01Z55,IPRU8134P,DP,OMF,9,71.4
INF109K015E7,IPRU8142,DR,OMF,9,24.33
INF109K014E0,IPRU8142P,DP,OMF,9,24.33
INF109K013E2,IPRU8143,DR,OMF,9,11
INF109K012E4,IPRU8143P,DP,OMF,9,11
INF109K018E1,IPRU8144,DR,OMF,9,11.87
INF109K017E3,IPRU8144P,DP,OMF,9,11.87
INF109K016E5,IPRU8145,GR,OMF,9,37.49
INF109K01W58,IPRU8149,GR,OMF,9,167.24
INF109K01W82,IPRU8153,GR,OMF,9,64.43
INF109K01X16,IPRU8157,GR,OMF,9,125.37
INF109K01X40,IPRU8162,GR,OMF,9,231.12
INF769K01CQ2,MAMFCFDRL0,DR,GMF,10,1139.89
INF769K01FG6,MAMFOND1L0,GR,GMF,5,1272
INF200K01SH3,MGFD040A,GR,GMF,10,66.64
INF200K01AK5,MG-LPR-G,GR,GMF,10,40.53
INF109K01X73,IPRU8166,GR,OMF,9,44.08
INF109K010K5,IPRU8175,DR,OMF,9,122.59
INF109K011K3,IPRU8175P,DP,OMF,9,122.59
INF109K012K1,IPRU8176,GR,OMF,9,506.31
INF109K015O6,IPRU8177,DR,OMF,9,16.82
INF109K017O2,IPRU8177P,DP,OMF,9,16.82
INF109K016O4,IPRU8178,GR,OMF,9,34.93
INF109K011B2,IPRU8179,DR,OMF,9,29.66
INF109K010B4,IPRU8179P,DP,OMF,9,29.66
INF109K012B0,IPRU8180,GR,OMF,9,78.29
INF109K010N9,IPRU8181,DR,OMF,9,67.82
INF109K019M2,IPRU8181P,DP,OMF,9,67.82
INF109K011N7,IPRU8182,GR,OMF,9,327.67
INF109K017M6,IPRU8183,DR,OMF,9,51.44
INF109K016M8,IPRU8183P,DP,OMF,9,51.44
INF109K018M4,IPRU8184,GR,OMF,9,211.6
INF109K01S70,IPRU8185,DR,OMF,9,16.2
INF109K01S62,IPRU8185P,DP,OMF,9,16.2
INF109K01S54,IPRU8186,DR,OMF,9,16.23
INF109K01S47,IPRU8186P,DP,OMF,9,16.23
INF109K01S96,IPRU8187,DR,OMF,9,14.19
INF109K01S88,IPRU8187P,DP,OMF,9,14.19
INF109K01S39,IPRU8188,GR,OMF,9,78.71
INF109K012M7,IPRU8189,DP,OMF,9,257.12
INF109K015A5,IPRU8190,GR,OMF,9,46.11
INF109K019A7,IPRU8192,DR,OMF,9,11.25
INF109K018A9,IPRU8192P,DP,OMF,9,11.25
INF109K01W17,IPRU8193,DR,OMF,9,78.67
INF109K01W09,IPRU8193P,DP,OMF,9,78.67
INF109K01W25,IPRU8194,GR,OMF,9,177.13
INF109K015Y5,IPRU8270,DR,OMF,9,101.67
INF109K016Y3,IPRU8270P,DP,OMF,9,101.67
INF109K017Y1,IPRU8271,DR,OMF,9,102.06
INF109K018Y9,IPRU8271P,DP,OMF,9,102.06
INF200K01990,MG-LR-DP,DP,GMF,10,19.42
INF200K01AA6,MG-LR-DR,DR,GMF,10,19.42
INF109K019Y7,IPRU8272,DR,OMF,9,108.6
INF109K010Z3,IPRU8272P,DP,OMF,9,108.6
INF109KA1CE0,IPRU8344,GR,OMF,9,28.59
INF109KA1UA0,IPRU8573,GR,OMF,9,57.7
INF109KA1UC6,IPRU8574,DR,OMF,9,28.93
INF109KA1UB8,IPRU8574P,DP,OMF,9,28.93
INF109KA11J9,IPRU8758,DP,OMF,9,22.96
INF109KA16J8,IPRU8760,DR,OMF,9,15.71
INF109KA13J5,IPRU8760P,DP,OMF,9,15.71
INF109KB1NM9,IPRU8920,DR,OMF,9,34.58
INF109KB1NL1,IPRU8920P,DP,OMF,9,34.58
INF109KB1QL4,IPRU8961,DR,OMF,9,28.89
INF109KB1QM2,IPRU8961P,DP,OMF,9,28.89
INF109KB10X0,IPRU9209,DP,OMF,9,26.59
INF109KB12X6,IPRU9210,DP,OMF,9,26.59
INF109KC1GH2,IPRU9333,DP,OMF,9,41.65
INF109KC1GJ8,IPRU9334,DP,OMF,9,27.18
INF109KC1E01,IPRU9335,DP,OMF,9,23.08
INF109KC1LJ8,IPRU9392,DP,OMF,9,37.89
INF109KC1LK6,IPRU9393,DP,OMF,9,26.86
INF109KC1RH9,IPRU9453D,DP,OMF,9,37.48
INF109KC1RI7,IPRU9454E,DP,OMF,9,27.34
INF109KC1YD4,IPRU9551,GR,OMF,9,28.19
INF109KC1YF9,IPRU9552,DP,OMF,9,21.75
INF109KC1D93,IPRU9594,GR,OMF,9,32.26
INF109KC1F34,IPRU9598,GR,OMF,9,16.25
INF109KC1F91,IPRU9600,GR,OMF,9,43.95
INF109KC1G09,IPRU9601,DP,OMF,9,34.07
INF109KC1I49,IPRU9611,GR,OMF,9,31.75
INF109KC1O09,IPRU9637,GR,OMF,9,24.11
INF109KC1O17,IPRU9638,DR,OMF,9,20.11
INF109KC1O25,IPRU9638P,DP,OMF,9,20.11
INF109KC1O66,IPRU9639,GR,OMF,9,23.26
INF109KC1P24,IPRU9641,GR,OMF,9,24.66
INF109KC1P32,IPRU9642,DR,OMF,9,21.02
INF109KC1P40,IPRU9642P,DP,OMF,9,21.02
INF109KC1P81,IPRU9643L,GR,OMF,9,18.57
INF109KC1P99,IPRU9644L,DR,OMF,9,18.57
INF109KC1Q07,IPRU9644PL,DP,OMF,9,18.57
INF109KC1R14,IPRU9645,GR,OMF,9,19.81
INF109KC1R22,IPRU9646,DP,OMF,9,19.8
INF109KC1R30,IPRU9646P,DR,OMF,9,19.8
INF109KC1R89,IPRU9647,GR,OMF,9,16.6
INF109KC1S88,IPRU9649,GR,OMF,9,11.78
INF109KC1U50,IPRU9656,GR,OMF,9.13,14.75
INF109KC1U76,IPRU9657,DR,OMF,9.26,14.75
INF109KC1U68,IPRU9657P,DP,OMF,9.26,14.75
INF109KC1V18,IPRU9658,GR,OMF,9,18.72
