Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18102024,1124899511,0002515
Trade Date <18-OCT-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,165,165,100.00
20,2,1003ICCL28,NX,10,10,100.00
20,3,1003ISFL28,N4,544,524,96.32
20,4,1015ECL29,NR,2512,2512,100.00
20,5,1018GS2026,GS,2602,2601,99.96
20,6,1025ICCL26,NT,10,10,100.00
20,7,1025NFL25,N5,214,125,58.41
20,8,1025SCL34,Z8,15,15,100.00
20,9,1025SCL34B,N1,40,40,100.00
20,10,1035UCL24,N6,95,95,100.00
20,11,1040UCL25,N4,5,5,100.00
20,12,1050IIFL29,ND,10,10,100.00
20,13,1050NFL26,N7,1981,1980,99.95
20,14,1050UCL25,N7,80,80,100.00
20,15,105UCL2026,NB,10,10,100.00
20,16,1060ECL29,NS,25,25,100.00
20,17,1065NFL27,NC,782,682,87.21
20,18,10CAGL27,N5,20,20,100.00
20,19,10IIFL28,N4,612,512,83.66
20,20,10IIFL28A,NE,150,150,100.00
20,21,10IIFL29,N6,180,180,100.00
20,22,10NIDO26,N6,96,96,100.00
20,23,10SCL30A,BV,12,12,100.00
20,24,1102NFL26,N8,350,350,100.00
20,25,1119NFL27,ND,314,314,100.00
20,26,1190VCCL26,N0,1,1,100.00
20,27,11DLSL25,NV,5,5,100.00
20,28,360ONE,EQ,1002832,630690,62.89
20,29,364D020525,TB,100,100,100.00
20,30,364D030425,TB,1000,1000,100.00
20,31,364D040925,TB,300,300,100.00
20,32,364D080525,TB,300,300,100.00
20,33,364D091025,TB,100,100,100.00
20,34,364D150525,TB,900,900,100.00
20,35,364D190625,TB,9000,9000,100.00
20,36,364D310725,TB,100,100,100.00
20,37,3IINFOLTD,EQ,682305,330753,48.48
20,38,3MINDIA,EQ,4513,2518,55.79
20,39,563GS2026,GS,1,1,100.00
20,40,5PAISA,EQ,683445,203534,29.78
20,41,63MOONS,EQ,524922,188877,35.98
20,42,654GS2032,GS,22,22,100.00
20,43,664GS2035,GS,4600,4600,100.00
20,44,667GS2050,GS,10100,10100,100.00
20,45,679GS2034,GS,1,1,100.00
20,46,68GS2060,GS,2,2,100.00
20,47,697GR2034,GS,100,100,100.00
20,48,699GS2026,GS,69100,67100,97.11
20,49,702GS2027,GS,100,100,100.00
20,50,704GS2029,GS,4900,4900,100.00
20,51,706GS2028,GS,2850,2850,100.00
20,52,709GS2054,GS,7600,6600,86.84
20,53,710GS2029,GS,3508,3108,88.60
20,54,716GS2050,GS,52,52,100.00
20,55,717GS2030,GS,85524,85524,100.00
20,56,718GS2033,GS,5900,5000,84.75
20,57,718GS2037,GS,33640,24140,71.76
20,58,71GS2034,GS,5600,5000,89.29
20,59,723GS2039,GS,1,1,100.00
20,60,725GS2063,GS,604,601,99.50
20,61,726GS2032,GS,58865,58865,100.00
20,62,726GS2033,GS,117,117,100.00
20,63,727GS2026,GS,100,100,100.00
20,64,729NHAI26,NC,7,7,100.00
20,65,732GS2030,GS,20400,20300,99.51
20,66,732IRFC25,NI,516,516,100.00
20,67,733GS2026,GS,10460,10460,100.00
20,68,734GS2064,GS,2377,2377,100.00
20,69,736PFCL28,N2,250,250,100.00
20,70,737GS2028,GS,400,400,100.00
20,71,737NTPC35C,NA,1,1,100.00
20,72,738GS2027,GS,209029,209029,100.00
20,73,738REC27TF,N2,11,11,100.00
20,74,739NHAI26,N8,87,87,100.00
20,75,73GS2053,GS,26375,26375,100.00
20,76,741GS2036,GS,76003,76002,100.00
20,77,743REC35,NH,30,30,100.00
20,78,746GS2073,GS,2000,2000,100.00
20,79,74GS2035,GS,1,1,100.00
20,80,74GS2062,GS,4816,4000,83.06
20,81,750IRFC35,NK,540,540,100.00
20,82,753IRFC30,NJ,97,97,100.00
20,83,754GS2036,GS,161474,122474,75.85
20,84,757GS2033,GS,10,10,100.00
20,85,760PFCL35,N3,511,511,100.00
20,86,762NTPC35F,ND,499,499,100.00
20,87,764HUDCO31,N8,50,50,100.00
20,88,764IRFC31,NO,296,200,67.57
20,89,764NABAR31,N2,45,45,100.00
20,90,769NHAI31,NE,80,80,100.00
20,91,76NHAI31,NA,650,650,100.00
20,92,772GS2049,GS,5,5,100.00
20,93,778AS34,SG,100,100,100.00
20,94,78ABFL33,N4,37,37,100.00
20,95,797IGT31,NL,1052,1052,100.00
20,96,79NHIT35,N1,859,859,100.00
20,97,79NHIT40,N2,208,188,90.38
20,98,79NHIT47,N3,11,11,100.00
20,99,801TCH25,N4,10,10,100.00
20,100,810IRFC27,N2,4295,4286,99.79
20,101,81TCHF28,N8,90,90,100.00
20,102,820IIFL27,N9,5,5,100.00
20,103,824GS2027,GS,947,947,100.00
20,104,825IIFL25,N7,1,1,100.00
20,105,828GS2027,GS,1820,1820,100.00
20,106,829LTF24,NL,126,126,100.00
20,107,82HUDCO27,N2,2996,2096,69.96
20,108,82IGT31,NJ,300,300,100.00
20,109,830NHAI27,N2,9912,8498,85.73
20,110,830PFCL27,N5,51,51,100.00
20,111,842IIFL26,NL,1251,1231,98.40
20,112,843IHFL29,NC,25,25,100.00
20,113,849NTPC25,N7,91777,87662,95.52
20,114,850NHAI29,N5,7,7,100.00
20,115,865IFL28,NZ,60,60,100.00
20,116,865IIFL28,NS,251,251,100.00
20,117,865IRFC29,NA,25,25,100.00
20,118,865LTF26,NN,615,615,100.00
20,119,86GS2028,GS,301,301,100.00
20,120,86LTF24,NJ,100,100,100.00
20,121,871REC28,N9,39,39,100.00
20,122,872MMFSL26,N1,90,90,100.00
20,123,875IIFL26,NM,3,3,100.00
20,124,875NHAI29,N6,3224,3224,100.00
20,125,876HUDCO28,ND,6,6,100.00
20,126,879NHPC28,N5,100,100,100.00
20,127,883GS2041,GS,1,1,100.00
20,128,885MOFSL26,N0,47,42,89.36
20,129,888ERFL28,N5,257,257,100.00
20,130,888IRFC29,NE,646,646,100.00
20,131,888NHB29,N5,83,83,100.00
20,132,888REC29,NF,102,102,100.00
20,133,889SCL27,YT,18,12,66.67
20,134,891IIFCL34,N4,30,30,100.00
20,135,891NTPC33,N6,51,50,98.04
20,136,897GS2030,GS,4304,3240,75.28
20,137,897MOFSL29,N4,554,554,100.00
20,138,898LTF29,N7,1460,960,65.75
20,139,901HUDCO34,NE,572,372,65.03
20,140,901NHB34,N6,315,221,70.16
20,141,905LTF27,NF,75,75,100.00
20,142,905PEL26,N1,105,105,100.00
20,143,910TCAP28,NA,27,27,100.00
20,144,915SCL26,NE,7,7,100.00
20,145,91D051224,TB,200,200,100.00
20,146,91D211124,TB,2000,2000,100.00
20,147,920IIFLS26,N8,10,10,100.00
20,148,925AEL26,N1,115,115,100.00
20,149,925SCFL27,YA,59,59,100.00
20,150,925SCL25,N5,46,36,78.26
20,151,925SCL26D,ZD,10,10,100.00
20,152,92GS2030,GS,43644,42644,97.71
20,153,935PEL33,N3,240,240,100.00
20,154,93MOFSL34,N6,205,205,100.00
20,155,93SCL24,ZP,35,35,100.00
20,156,943ECL28,NJ,65,59,90.77
20,157,945CAGL24,N1,1,1,100.00
20,158,945IFSL25,N4,2,2,100.00
20,159,948SCL26A,NN,647,500,77.28
20,160,948SCL26D,AI,5,5,100.00
20,161,94SFL28,YL,50,50,100.00
20,162,955SCL27,Z5,134,134,100.00
20,163,955SCL27A,ZJ,10,10,100.00
20,164,965AEL27,N4,34,34,100.00
20,165,965SCL26F,N1,65,65,100.00
20,166,96IIFL28,N5,415,315,75.90
20,167,96IIFL28A,NF,365,231,63.29
20,168,96SFL24A,NB,11,11,100.00
20,169,971SCL28,AN,62,62,100.00
20,170,975NFL25,N0,421,421,100.00
20,171,985ECL28,NK,90,90,100.00
20,172,985IIFL22,NC,287,206,71.78
20,173,98ICCL26,NU,67,67,100.00
20,174,98SCL27,ZX,200,100,50.00
20,175,990SCL26,N7,132,130,98.48
20,176,99AEL29,N7,1538,1538,100.00
20,177,99IFCI24,NH,194,194,100.00
20,178,9IIFL28A,NT,100,100,100.00
20,179,9MMFSML,N2,32,32,100.00
20,180,9PCHFL31A,NA,1469,1369,93.19
20,181,9PEL25,N0,35,35,100.00
20,182,A2ZINFRA,EQ,369860,130244,35.21
20,183,AAATECH,EQ,27360,16698,61.03
20,184,AADHARHFC,EQ,359586,133653,37.17
20,185,AAKASH,EQ,97774,79813,81.63
20,186,AARON,EQ,4609,2405,52.18
20,187,AARTECH,EQ,69802,30347,43.48
20,188,AARTIDRUGS,EQ,79519,41431,52.10
20,189,AARTIIND,EQ,1760604,748998,42.54
20,190,AARTIPHARM,EQ,84069,43492,51.73
20,191,AARVI,EQ,67723,23460,34.64
20,192,AATMAJ,SM,8000,6000,75.00
20,193,AAVAS,EQ,91384,36839,40.31
20,194,ABAN,EQ,85948,62247,72.42
20,195,ABB,EQ,197602,70927,35.89
20,196,ABBOTINDIA,EQ,17456,6188,35.45
20,197,ABCAPITAL,EQ,3536957,1263695,35.73
20,198,ABCOTS,ST,9000,9000,100.00
20,199,ABDL,EQ,310027,174720,56.36
20,200,ABFRL,EQ,1398496,385016,27.53
20,201,ABGSEC,EQ,6,6,100.00
20,202,ABINFRA,ST,8000,8000,100.00
20,203,ABMINTLLTD,EQ,6575,4298,65.37
20,204,ABREL,EQ,992436,411844,41.50
20,205,ABSLAMC,EQ,414249,134897,32.56
20,206,ABSLBANETF,EQ,41856,28518,68.13
20,207,ABSLLIQUID,EQ,3656,2847,77.87
20,208,ABSLNN50ET,EQ,21342,15216,71.30
20,209,ABSLPSE,EQ,179737,92248,51.32
20,210,ABSMARINE,SM,43000,33000,76.74
20,211,ACC,EQ,205894,46770,22.72
20,212,ACCELYA,EQ,8910,4574,51.34
20,213,ACCENTMIC,SM,61500,39000,63.41
20,214,ACCORD,SM,8000,8000,100.00
20,215,ACE,EQ,128594,45111,35.08
20,216,ACEINTEG,EQ,38380,10669,27.80
20,217,ACI,EQ,277058,130287,47.03
20,218,ACL,EQ,18048,10565,58.54
20,219,ACLGATI,EQ,1065652,440765,41.36
20,220,ACSAL,ST,9000,9000,100.00
20,221,ADANIENSOL,EQ,2162032,1102719,51.00
20,222,ADANIENT,EQ,796339,304934,38.29
20,223,ADANIGREEN,EQ,410948,161677,39.34
20,224,ADANIPORTS,EQ,1290065,438398,33.98
20,225,ADANIPOWER,EQ,2279512,814898,35.75
20,226,ADFFOODS,EQ,386815,66359,17.16
20,227,ADORWELD,EQ,7772,3488,44.88
20,228,ADROITINFO,EQ,106406,37787,35.51
20,229,ADROITPP1,E1,52035,45218,86.90
20,230,ADSL,EQ,771496,252331,32.71
20,231,ADVANIHOTR,EQ,45509,23389,51.39
20,232,ADVENZYMES,EQ,217452,90691,41.71
20,233,AEGISLOG,EQ,184406,119198,64.64
20,234,AEL120924B,N8,10,10,100.00
20,235,AEROFLEX,EQ,1472045,410678,27.90
20,236,AERON,SM,51000,35000,68.63
20,237,AESTHETIK,SM,44000,38000,86.36
20,238,AETHER,EQ,352333,101511,28.81
20,239,AFFLE,EQ,105207,41348,39.30
20,240,AFIL,EQ,57844,32380,55.98
20,241,AGARIND,EQ,31777,18791,59.13
20,242,AGARWALFT,SM,15000,15000,100.00
20,243,AGI,EQ,325576,91941,28.24
20,244,AGIIL,EQ,788,442,56.09
20,245,AGNI,SM,57500,25000,43.48
20,246,AGRITECH,EQ,5905,3701,62.68
20,247,AGROPHOS,EQ,4512232,752138,16.67
20,248,AGSTRA,EQ,428126,111604,26.07
20,249,AGUL,SM,4000,4000,100.00
20,250,AHL,EQ,153376,40718,26.55
20,251,AHLADA,EQ,30911,18591,60.14
20,252,AHLEAST,EQ,124452,48794,39.21
20,253,AHLUCONT,EQ,145462,57046,39.22
20,254,AIAENG,EQ,43582,32672,74.97
20,255,AIIL,EQ,74643,31159,41.74
20,256,AILIMITED,ST,3000,3000,100.00
20,257,AIMTRON,ST,16800,15200,90.48
20,258,AIROLAM,EQ,13771,3393,24.64
20,259,AIRTELPP,E1,131169,95207,72.58
20,260,AISL,ST,13200,9600,72.73
20,261,AJANTPHARM,EQ,62004,29915,48.25
20,262,AJMERA,EQ,1003685,324302,32.31
20,263,AKANKSHA,SM,58000,26000,44.83
20,264,AKASH,EQ,31148,6757,21.69
20,265,AKG,EQ,41700,23865,57.23
20,266,AKI,EQ,40356,26804,66.42
20,267,AKIKO,SM,27200,24000,88.24
20,268,AKSHAR,EQ,3079235,3079235,100.00
20,269,AKSHARCHEM,EQ,3040,1816,59.74
20,270,AKSHOPTFBR,EQ,5392196,2713209,50.32
20,271,AKUMS,EQ,157710,59278,37.59
20,272,AKZOINDIA,EQ,9791,4672,47.72
20,273,ALANKIT,EQ,853402,350916,41.12
20,274,ALEMBICLTD,EQ,389896,159345,40.87
20,275,ALICON,EQ,9383,4287,45.69
20,276,ALKALI,EQ,17954,12536,69.82
20,277,ALKEM,EQ,253430,137585,54.29
20,278,ALKYLAMINE,EQ,51848,14982,28.90
20,279,ALLCARGO,EQ,1881512,848974,45.12
20,280,ALLDIGI,EQ,40367,21471,53.19
20,281,ALLETEC,SM,38800,19200,49.48
20,282,ALOKINDS,EQ,9219360,2455731,26.64
20,283,ALPEXSOLAR,SM,102800,60800,59.14
20,284,ALPHA,EQ,1364700,732387,53.67
20,285,ALPHAETF,EQ,635211,506706,79.77
20,286,ALPL30IETF,EQ,1174245,1004642,85.56
20,287,ALUWIND,ST,21000,18000,85.71
20,288,AMBER,EQ,256476,100496,39.18
20,289,AMBEY,SM,28000,16000,57.14
20,290,AMBICAAGAR,EQ,14131,3925,27.78
20,291,AMBIKCO,EQ,10535,6165,58.52
20,292,AMBUJACEM,EQ,5208678,3080343,59.14
20,293,AMDIND,EQ,65458,24206,36.98
20,294,AMEYA,ST,22000,22000,100.00
20,295,AMIABLE,SM,11200,6400,57.14
20,296,AMIORG,EQ,118002,51692,43.81
20,297,AMJUMBO,SM,32000,8000,25.00
20,298,AMNPLST,EQ,205570,41172,20.03
20,299,AMRUTANJAN,EQ,15106,7485,49.55
20,300,ANANDRATHI,EQ,411323,152782,37.14
20,301,ANANTRAJ,EQ,768711,242142,31.50
20,302,ANDHRAPAP,EQ,136601,68975,50.49
20,303,ANDHRSUGAR,EQ,145501,80965,55.65
20,304,ANGELONE,EQ,4149241,456573,11.00
20,305,ANLON,SM,35200,30000,85.23
20,306,ANMOL,EQ,107780,34261,31.79
20,307,ANNAPURNA,SM,90000,58000,64.44
20,308,ANUP,EQ,26442,10708,40.50
20,309,ANURAS,EQ,26859,12811,47.70
20,310,APARINDS,EQ,57628,20052,34.80
20,311,APCL,EQ,7690,4872,63.36
20,312,APCOTEXIND,EQ,21030,10011,47.60
20,313,APEX,EQ,398317,131804,33.09
20,314,APLAPOLLO,EQ,262552,103053,39.25
20,315,APLLTD,EQ,92361,28569,30.93
20,316,APOLLO,EQ,644833,306111,47.47
20,317,APOLLOHOSP,EQ,236651,140159,59.23
20,318,APOLLOPIPE,EQ,29217,14003,47.93
20,319,APOLLOTYRE,EQ,1892408,833776,44.06
20,320,APOLSINHOT,EQ,4193,1570,37.44
20,321,APRAMEYA,SM,46000,38000,82.61
20,322,APS,ST,9000,9000,100.00
20,323,APTECHT,EQ,151190,62828,41.56
20,324,APTUS,EQ,1127600,358546,31.80
20,325,ARABIAN,SM,26000,10000,38.46
20,326,ARCHIDPLY,EQ,34729,21541,62.03
20,327,ARE&M,EQ,356084,187623,52.69
20,328,ARHAM,SM,9000,7000,77.78
20,329,ARIES,EQ,36980,14053,38.00
20,330,ARIHANTACA,ST,1600,1600,100.00
20,331,ARIHANTCAP,EQ,1259132,381004,30.26
20,332,ARIHANTSUP,EQ,54256,35367,65.19
20,333,ARISTO,SM,8000,6400,80.00
20,334,ARKADE,EQ,1097489,413158,37.65
20,335,ARMANFIN,EQ,102060,74127,72.63
20,336,AROGRANITE,EQ,24625,15317,62.20
20,337,ARROWGREEN,EQ,27560,13548,49.16
20,338,ARTEMISMED,EQ,86329,42991,49.80
20,339,ARVEE,EQ,44284,20140,45.48
20,340,ARVIND,EQ,190849,71631,37.53
20,341,ARVINDFASN,EQ,604314,401678,66.47
20,342,ARVSMART,EQ,71722,30167,42.06
20,343,ASAHIINDIA,EQ,104102,28465,27.34
20,344,ASAL,EQ,13150,5632,42.83
20,345,ASALCBR,EQ,33751,11903,35.27
20,346,ASHALOG,SM,13000,8000,61.54
20,347,ASHAPURMIN,EQ,99212,49635,50.03
20,348,ASHIANA,EQ,102513,45039,43.93
20,349,ASHOKA,EQ,1338323,536581,40.09
20,350,ASHOKLEY,EQ,4757980,1527285,32.10
20,351,ASIANENE,EQ,45987,23622,51.37
20,352,ASIANHOTNR,EQ,3534,1643,46.49
20,353,ASIANPAINT,EQ,899318,401716,44.67
20,354,ASIANTILES,EQ,461854,222371,48.15
20,355,ASKAUTOLTD,EQ,510556,288925,56.59
20,356,ASLIND,SM,2000,2000,100.00
20,357,ASMS,EQ,248027,118943,47.96
20,358,ASPINWALL,EQ,3700,1816,49.08
20,359,ASPIRE,SM,8000,8000,100.00
20,360,ASTEC,EQ,64469,49902,77.40
20,361,ASTERDM,EQ,486959,240499,49.39
20,362,ASTRAL,EQ,313813,189091,60.26
20,363,ASTRAMICRO,EQ,242626,132018,54.41
20,364,ASTRAZEN,EQ,33607,7047,20.97
20,365,ASTRON,EQ,13590,11873,87.37
20,366,ATALREAL,EQ,5241747,3142347,59.95
20,367,ATAM,EQ,48701,19463,39.96
20,368,ATFL,EQ,30869,15068,48.81
20,369,ATGL,EQ,540647,158210,29.26
20,370,ATL,EQ,344896,175813,50.98
20,371,ATMASTCO,ST,40800,36000,88.24
20,372,ATUL,EQ,27446,9646,35.15
20,373,ATULAUTO,EQ,33571,22800,67.92
20,374,AUBANK,EQ,920590,396164,43.03
20,375,AURIONPRO,EQ,41991,23032,54.85
20,376,AUROIMPEX,SM,20800,17600,84.62
20,377,AUROPHARMA,EQ,437609,198808,45.43
20,378,AURUMPP1,X1,795,795,100.00
20,379,AUSL,SM,12000,12000,100.00
20,380,AUSOMENT,EQ,62230,24591,39.52
20,381,AUTOAXLES,EQ,8527,5983,70.17
20,382,AUTOBEES,EQ,305589,178837,58.52
20,383,AUTOIETF,EQ,1298837,872220,67.15
20,384,AUTOIND,EQ,140811,75404,53.55
20,385,AVADHSUGAR,EQ,71451,27756,38.85
20,386,AVALON,EQ,444531,113046,25.43
20,387,AVANTEL,EQ,608766,262657,43.15
20,388,AVANTIFEED,EQ,210490,55636,26.43
20,389,AVG,EQ,50720,25484,50.24
20,390,AVIANSH,SM,64000,54000,84.38
20,391,AVPINFRA,ST,59200,51200,86.49
20,392,AVTNPL,EQ,93834,39333,41.92
20,393,AWFIS,EQ,126896,63011,49.66
20,394,AWHCL,EQ,229729,81220,35.35
20,395,AWL,EQ,1129658,560109,49.58
20,396,AXISBANK,EQ,20829666,8559808,41.09
20,397,AXISBNKETF,EQ,296,275,92.91
20,398,AXISBPSETF,EQ,16418,10120,61.64
20,399,AXISCADES,EQ,61400,30621,49.87
20,400,AXISCETF,EQ,5433,4564,84.01
20,401,AXISGOLD,EQ,384232,294348,76.61
20,402,AXISHCETF,EQ,3672,1881,51.23
20,403,AXISILVER,EQ,31943,25485,79.78
20,404,AXISNIFTY,EQ,3598,3148,87.49
20,405,AXISTECETF,EQ,1056,685,64.87
20,406,AXITA,EQ,2472908,807228,32.64
20,407,AXSENSEX,EQ,4346,2702,62.17
20,408,AZAD,EQ,153451,89364,58.24
20,409,BABAFP,SM,11200,8000,71.43
20,410,BAGFILMS,EQ,552256,235675,42.67
20,411,BAHETI,SM,2250,1500,66.67
20,412,BAJAJ-AUTO,EQ,1543331,589265,38.18
20,413,BAJAJCON,EQ,229056,97368,42.51
20,414,BAJAJELEC,EQ,48676,20645,42.41
20,415,BAJAJFINSV,EQ,990257,457567,46.21
20,416,BAJAJHCARE,EQ,86373,40819,47.26
20,417,BAJAJHFL,EQ,18526453,6008743,32.43
20,418,BAJAJHIND,EQ,8020539,2658184,33.14
20,419,BAJAJHLDNG,EQ,31707,12020,37.91
20,420,BAJEL,EQ,208614,96783,46.39
20,421,BAJFINANCE,EQ,744929,354993,47.65
20,422,BALAJEE,EQ,235184,127385,54.16
20,423,BALAMINES,EQ,21918,9361,42.71
20,424,BALAXI,EQ,26175,14211,54.29
20,425,BALCO,ST,4800,4800,100.00
20,426,BALKRISHNA,EQ,283489,69536,24.53
20,427,BALKRISIND,EQ,64462,17867,27.72
20,428,BALMLAWRIE,EQ,384644,136764,35.56
20,429,BALRAMCHIN,EQ,1023335,440583,43.05
20,430,BALUFORGE,EQ,1777562,897833,50.51
20,431,BANARBEADS,EQ,2654702,345004,13.00
20,432,BANARISUG,EQ,1416,842,59.46
20,433,BANCOINDIA,EQ,69745,25412,36.44
20,434,BANDHANBNK,EQ,9895258,4686315,47.36
20,435,BANG,EQ,19473,5408,27.77
20,436,BANKA,EQ,49280,49280,100.00
20,437,BANKBARODA,EQ,10982434,4194450,38.19
20,438,BANKBEES,EQ,1296295,743692,57.37
20,439,BANKBETF,EQ,5936,4078,68.70
20,440,BANKETF,EQ,8201,6231,75.98
20,441,BANKETFADD,EQ,4901,4305,87.84
20,442,BANKIETF,EQ,724953,508459,70.14
20,443,BANKINDIA,EQ,3787617,1409640,37.22
20,444,BANKNIFTY1,EQ,886001,820375,92.59
20,445,BANKPSU,EQ,1126,816,72.47
20,446,BANSALWIRE,EQ,112334,54086,48.15
20,447,BANSWRAS,EQ,25017,8324,33.27
20,448,BARBEQUE,EQ,150428,121741,80.93
20,449,BASF,EQ,32336,10725,33.17
20,450,BASILIC,SM,114900,85500,74.41
20,451,BATAINDIA,EQ,364814,170521,46.74
20,452,BAWEJA,SM,19200,14400,75.00
20,453,BAYERCROP,EQ,12737,5388,42.30
20,454,BBETF0432,EQ,72,72,100.00
20,455,BBL,EQ,12397,6374,51.42
20,456,BBNPNBETF,EQ,4913,2567,52.25
20,457,BBNPPGOLD,EQ,736,633,86.01
20,458,BBOX,EQ,364888,215854,59.16
20,459,BBTC,EQ,81016,19662,24.27
20,460,BBTCL,EQ,4238,3034,71.59
20,461,BCLIND,EQ,1222716,452840,37.04
20,462,BCONCEPTS,EQ,16239,9281,57.15
20,463,BDL,EQ,646505,332241,51.39
20,464,BEACON,SM,20000,16000,80.00
20,465,BEARDSELL,EQ,124502,70871,56.92
20,466,BECTORFOOD,EQ,77887,33479,42.98
20,467,BEDMUTHA,EQ,71958,34673,48.19
20,468,BEL,EQ,10095514,3650983,36.16
20,469,BEML,EQ,1623662,378943,23.34
20,470,BEPL,EQ,1138302,351986,30.92
20,471,BERGEPAINT,EQ,818515,396848,48.48
20,472,BESTAGRO,EQ,863093,232763,26.97
20,473,BETA,SM,5100,3900,76.47
20,474,BEWLTD,SM,2625,2625,100.00
20,475,BFINVEST,EQ,188425,66658,35.38
20,476,BFSI,EQ,251756,154122,61.22
20,477,BFUTILITIE,EQ,399133,107465,26.92
20,478,BHAGCHEM,EQ,67546,30878,45.71
20,479,BHAGYANGR,EQ,92187,49798,54.02
20,480,BHANDARI,EQ,731810,393132,53.72
20,481,BHARATFORG,EQ,888822,547228,61.57
20,482,BHARATGEAR,EQ,17089,11578,67.75
20,483,BHARATRAS,EQ,1209,550,45.49
20,484,BHARATWIRE,EQ,166211,92386,55.58
20,485,BHARTIARTL,EQ,4154915,2530105,60.89
20,486,BHARTIHEXA,EQ,203752,49883,24.48
20,487,BHEL,EQ,18204264,6063876,33.31
20,488,BHINVIT,IV,109579,84522,77.13
20,489,BIGBLOC,EQ,534155,182166,34.10
20,490,BIKAJI,EQ,442461,174781,39.50
20,491,BIKEWO,SM,38000,24000,63.16
20,492,BIOCON,EQ,2364315,1137888,48.13
20,493,BIOFILCHEM,EQ,61309,33407,54.49
20,494,BIRET,RR,116294,98226,84.46
20,495,BIRLACABLE,EQ,39151,18618,47.55
20,496,BIRLACORPN,EQ,50319,27796,55.24
20,497,BLAL,EQ,160574,63485,39.54
20,498,BLBLIMITED,EQ,148678,80162,53.92
20,499,BLISSGVS,EQ,1854696,702484,37.88
20,500,BLKASHYAP,EQ,449022,249149,55.49
20,501,BLS,EQ,1427598,395007,27.67
20,502,BLSE,EQ,280372,81408,29.04
20,503,BLUEDART,EQ,13507,2674,19.80
20,504,BLUEJET,EQ,42847,23200,54.15
20,505,BLUEPEBBLE,SM,42400,34400,81.13
20,506,BLUESTARCO,EQ,373752,175599,46.98
20,507,BMETRICS,SM,8800,4800,54.55
20,508,BODALCHEM,EQ,654363,242720,37.09
20,509,BOMDYEING,EQ,8256271,1608706,19.48
20,510,BOROLTD,EQ,228780,88641,38.75
20,511,BORORENEW,EQ,271331,92974,34.27
20,512,BOROSCI,EQ,68540,28370,41.39
20,513,BOSCHLTD,EQ,21112,3078,14.58
20,514,BOSS,SM,64000,30000,46.88
20,515,BPCL,EQ,7328694,2258228,30.81
20,516,BPL,EQ,146184,84527,57.82
20,517,BRACEPORT,SM,12800,11200,87.50
20,518,BRIGADE,EQ,97619,57350,58.75
20,519,BRITANNIA,EQ,354901,216724,61.07
20,520,BRNL,EQ,52735,12625,23.94
20,521,BSE,EQ,5711214,761501,13.33
20,522,BSE500IETF,EQ,199452,108571,54.43
20,523,BSHSL,EQ,13523,8652,63.98
20,524,BSL,EQ,33792,19695,58.28
20,525,BSLGOLDETF,EQ,55449,36051,65.02
20,526,BSLNIFTY,EQ,230005,147363,64.07
20,527,BSLSENETFG,EQ,1407,1203,85.50
20,528,BSOFT,EQ,2764403,774487,28.02
20,529,BTML,EQ,3183200,554335,17.41
20,530,BULKCORP,SM,8400,7200,85.71
20,531,BUTTERFLY,EQ,10497,5251,50.02
20,532,BVCL,EQ,32397,15701,48.46
20,533,BYKE,EQ,55825,24690,44.23
20,534,CADSYS,ST,500,500,100.00
20,535,CAGL24,N2,3,3,100.00
20,536,CAGL25A,N4,7,7,100.00
20,537,CAMLINFINE,EQ,991431,436445,44.02
20,538,CAMPUS,EQ,618345,237427,38.40
20,539,CAMS,EQ,450472,159158,35.33
20,540,CANARYS,SM,32000,24000,75.00
20,541,CANBK,EQ,19968661,7990175,40.01
20,542,CANFINHOME,EQ,175385,59631,34.00
20,543,CANTABIL,EQ,106032,45378,42.80
20,544,CAPACITE,EQ,1190121,496867,41.75
20,545,CAPITALSFB,EQ,12654,7563,59.77
20,546,CAPLIPOINT,EQ,275868,86173,31.24
20,547,CARBORUNIV,EQ,40493,18703,46.19
20,548,CARERATING,EQ,86924,34243,39.39
20,549,CARTRADE,EQ,438141,219998,50.21
20,550,CARYSIL,EQ,63466,30048,47.35
20,551,CASTROLIND,EQ,2168930,803283,37.04
20,552,CBAZAAR,SM,8000,8000,100.00
20,553,CCL,EQ,93037,48525,52.16
20,554,CDSL,EQ,5823127,1189668,20.43
20,555,CEATLTD,EQ,619880,145248,23.43
20,556,CEIGALL,EQ,205118,118483,57.76
20,557,CELEBRITY,EQ,79552,45415,57.09
20,558,CELLECOR,ST,2100000,1650000,78.57
20,559,CELLO,EQ,44164,23422,53.03
20,560,CELLPOINT,SM,1200,1200,100.00
20,561,CENTENKA,EQ,54973,28531,51.90
20,562,CENTRALBK,EQ,6253115,1580405,25.27
20,563,CENTRUM,EQ,209662,86518,41.27
20,564,CENTUM,EQ,34164,20113,58.87
20,565,CENTURYPLY,EQ,85061,28042,32.97
20,566,CERA,EQ,7568,2776,36.68
20,567,CESC,EQ,7819844,1947814,24.91
20,568,CGCL,EQ,85512,31191,36.48
20,569,CGPOWER,EQ,2979794,1491152,50.04
20,570,CGRAPHICS,SM,78400,49600,63.27
20,571,CHALET,EQ,89355,22702,25.41
20,572,CHAMBLFERT,EQ,929354,278509,29.97
